"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000284736",0,0,0,0,0,0,0,0
"ENSG00000280269",35,12,10,6,19,6,8,1
"ENSG00000149380",56,13,45,5,69,10,9,28
"ENSG00000206913",0,3,0,0,0,0,0,0
"ENSG00000246211",0,0,0,0,0,0,0,0
"ENSG00000165434",565,148.6302,577,302,573.1178,288,354,201
"ENSG00000212961",5,1,1,4,2,0,0,0
"ENSG00000254631",0,0,0,0,0,0,0,0
"ENSG00000264402",0,0,0,0,0,0,0,0
"ENSG00000255440",0,0,0,0,0,0,0,1
"ENSG00000175538",2162.0002,682,1099,772,1965.0001,1249.9999,1081,2099
"ENSG00000254928",0,0,0,0,0,0,0,0
"ENSG00000255444",0,0,0,0,0,0,0,0
"ENSG00000254974",0,0,1,0,0,0,0,0
"ENSG00000175536",61.843,20.6149,30.4218,12.4493,51.4167,17.2573,37.7365,36.7022
"ENSG00000254837",53.157,11.3851,34.5782,13.5507,31.5833,26.7427,35.2635,29.2978
"ENSG00000077514",558,383,440,490,494,669.0001,490,703
"ENSG00000254500",0,1,0,0,0,3,3,0
"ENSG00000223202",0,0,0,0,0,0,0,0
"ENSG00000054938",1,2,0,1,0,2,0,0
"ENSG00000279353",3,1,0,1,1,0,3,1
"ENSG00000265902",0,0,0,0,0,0,0,0
"ENSG00000241097",0,0,0,0,0,0,0,0
"ENSG00000227615",0,0,0,0,0,1,0,0
"ENSG00000166439",1857.2731,1514.0588,1410.0016,1913.9506,1445.226,2114.9287,1481.0878,1954.3193
"ENSG00000166435",382.727,323.9411,226.9985,322.0494,238.7741,205.0714,198.9123,114.6807
"ENSG00000278879",32,25,18,29,10,12,5,3
"ENSG00000242999",4,14,4,13,5,9,8,3
"ENSG00000241170",21,25,4,24,12,28,6,10
"ENSG00000118363",1875.0001,988,1444.9999,1185,2346.9998,2409.0002,2127,2263
"ENSG00000200152",0,0,0,0,0,0,0,0
"ENSG00000162139",1552.0001,1112.9553,1565,1447,1861.0001,1723,1609.0001,1420
"ENSG00000284722",21.065,4,27,2,4.088,0,2,0
"ENSG00000234611",0,0,0,0,5.4443,0,0,0
"ENSG00000213333",0,0,0,0,0.4677,0,0,0
"ENSG00000171561",21,4,13,4,15,0,6,0
"ENSG00000255395",2,0,0,0,0,1,0,0
"ENSG00000137491",14288.999,531,8314,1231,15884.999,14004.999,16563,7358.999
"ENSG00000254475",4,5,2,5,15,1,1,0
"ENSG00000255136",0,0,0,0,0,2,0,0
"ENSG00000255460",0,0,0,0,0,0,0,0
"ENSG00000261594",100,0,34,5,49,25,54,24
"ENSG00000137486",12170.001,5072.9995,10729,6021.001,13626,14942,10127,9976.999
"ENSG00000254429",0,0,0,0,0,0,0,0
"ENSG00000279117",0,0,0,0,0,0,0,0
"ENSG00000254963",0,0,0,0,0,0,0,0
"ENSG00000199090",0,0,0,0,0,0,0,0
"ENSG00000149273",9978.0557,3895.0002,10304.2256,4201.0981,10080.0703,6775.9995,12812.2354,8516.0527
"ENSG00000206941",1.9454,11,2.7755,5.9017,8.9295,26,6.7629,10.9485
"ENSG00000207445",41,21,16,13,14,3,21,5
"ENSG00000149243",59,46,36,21,64,24,34,11
"ENSG00000158555",647.0001,287,416,200,647,183,466,129
"ENSG00000254460",0,0,0,1,0,0,0,0
"ENSG00000149257",698.0001,958,550.0001,1071.9999,1109,1623,756.9999,1400
"ENSG00000255326",3,1,1,1,0,5,2,6
"ENSG00000171533",1,9,3,2,4,10,0,6
"ENSG00000255434",0,2,0,0,0,0,0,0
"ENSG00000254630",0,0,0,0,0,0,0,0
"ENSG00000255280",0,0,0,0,0,0,0,0
"ENSG00000166391",1,0,0,0,0,0,0,0
"ENSG00000263993",0,0,0,0,0,0,0,0
"ENSG00000247867",0,0,0,0,0,0,0,0
"ENSG00000062282",123,118,126,91,215,229,79,305
"ENSG00000254826",0,4,0,3,0,4,0,1
"ENSG00000254814",0,0,0,0,0,0,0,0
"ENSG00000255507",1,6.0909,2.0152,1,10.1755,1.0095,2.0479,7.0093
"ENSG00000198382",1377.0001,2085.8118,923.9847,1738.9999,1219.8246,1754.9905,1036.9521,1601.9907
"ENSG00000200256",0,0,0,0,0,0,0,0
"ENSG00000199362",0,0,0,0,0,0,0,0
"ENSG00000255255",5,6,0,6,3,2,1,4
"ENSG00000255081",9,12,2,10,5,3,2,0
"ENSG00000223013",0,0,0,0,0,0,0,0
"ENSG00000254915",0,7,0,3,1,0,1,0
"ENSG00000255421",0,1.0972,0,0,0,0,0,0
"ENSG00000085741",26,3,14,1,25,0,12,4
"ENSG00000254933",0,0,0,0,0,0,0,0
"ENSG00000255362",3,0,0,0,4,1,0,0
"ENSG00000137492",1761.0001,538.9999,1149,559.0001,1887,863.9999,1729.0001,897
"ENSG00000179240",46,7.4887,36,11.1353,36,8,35.9143,9
"ENSG00000272301",1,0,0,0,0,0,2,0
"ENSG00000271757",0,0,0,0,1,0,0,0
"ENSG00000201756",0,0,0,0,0,0,0,0
"ENSG00000255135",68,15,30,8,53,18,58,9
"ENSG00000158636",538,433,334,405,361,621.9999,376,555.0001
"ENSG00000254755",0,0,0,0,0,0,0,0
"ENSG00000255363",0,9.1779,0,10.638,1,15,1,10
"ENSG00000255479",0,8.8221,2,2.362,1,0,0,0
"ENSG00000254810",0,1,0,0,0,0,0,0
"ENSG00000236304",0,0,0,0,1,2,0,0
"ENSG00000137507",4,44,5,118,9,132,8,147
"ENSG00000254975",0,0,0,0,0,0,0,0
"ENSG00000204529",1,0,0,0,0,0,0,0
"ENSG00000254632",0,1,0,0,0,0,0,0
"ENSG00000182704",301,46,136,41,265,58,275,77
"ENSG00000255100",2,0,0,0,1,0,0,0
"ENSG00000261578",8,0,1,0,2,5,1,1
"ENSG00000078124",2183.7739,471.9513,1560.9539,601.9066,2421.9753,807.2907,2409,601
"ENSG00000254988",0,1,1,2,3,1,1,0
"ENSG00000198488",4,0,0,1,0,0,0,0
"ENSG00000149260",184,94,196,114,231,113,242,115
"ENSG00000254550",0,3,0,0,1,0,0,0
"ENSG00000137474",1208,136,1070,198,1711,1285,1680,650
"ENSG00000178795",16,0,12,3,2,2,9,1
"ENSG00000224829",0,0,0,0,0,0,0,0
"ENSG00000149269",2674.9705,1169.9838,2257.0002,1048.9569,2184.0002,1160,2071.9958,971.9858
"ENSG00000268635",2.0296,2.0162,0,1.0432,0,2,1.0042,1.0142
"ENSG00000074201",593.9999,690,536,622.9999,615,654.9999,597.9999,639.9999
"ENSG00000238880",0,0,0,0,0,0,0,0
"ENSG00000178301",28,31,11,32,14,15,16,3
"ENSG00000048649",1370.2484,1650.1979,917.7845,1921.8499,1159.0001,2294.9253,1077.9999,1336.694
"ENSG00000206816",0,0,0,0,0,0,0,0
"ENSG00000254985",3,6,6,10,5,6,4,2
"ENSG00000227376",17,21,12,19,11,19,11,18
"ENSG00000255409",3,4,0,1,0,1,4,0
"ENSG00000219529",12.7515,20.802,11.2155,21.1503,13,24.0749,0,14.306
"ENSG00000087884",194.0806,145.0439,128.7899,226,129,221,221.5953,375.0101
"ENSG00000254459",0,1,0,4,3,0,1,0
"ENSG00000254691",1,0,0,1,1,0,0,0
"ENSG00000255449",8,16.1616,2,20,2,3,6,0
"ENSG00000241782",2,4,4,4,0,6,5,0
"ENSG00000149262",1146.6891,867.4725,733.2164,606.5518,1145.319,841.7231,877.3489,707.8276
"ENSG00000255115",1,0,0,1,0,0,0,0
"ENSG00000254829",0,0,0,0,0,0,0,0
"ENSG00000151364",1,61.933,0,45.5261,0,1,1,6
"ENSG00000259112",56.0754,30.1329,15.753,25.2531,30.1014,1.3049,34.3248,23.9453
"ENSG00000254675",0,0,0,0,0,0,0,0
"ENSG00000151365",1,5,1,4,0,2,0,0
"ENSG00000151366",2495.2715,1544.9341,1978.2471,1463.2207,3086.8984,2209.6951,2694.6753,2430.0547
"ENSG00000159063",583,224,581.9999,169,691,190,641,215
"ENSG00000252494",0,0,0,0,0,0,0,0
"ENSG00000246174",11.8056,12.3672,32.4042,29.4297,25.3396,24.8566,37.9682,8.8923
"ENSG00000188997",452.1944,297.6328,313.5958,230.5703,496.6604,304.1434,403.0318,338.1077
"ENSG00000118369",356,452,274,369,258,392,188,215
"ENSG00000033327",2833,4636,2356.0002,4781.9995,2811,7330.0005,2299,8513
"ENSG00000254420",1,0,1,1,0,2,0,0
"ENSG00000254649",1,3,0,1,0,0,0,1
"ENSG00000251323",4,59,6,62,4,42,0,57
"ENSG00000137513",262,104,218,102,288,93,410,170
"ENSG00000255084",0,0,0,1,0,0,0,0
"ENSG00000252033",0,0,0,0,0,0,0,0
"ENSG00000254697",0,0,0,0,0,0,0,0
"ENSG00000149256",1,0,0,0,0,2,2,4
"ENSG00000254563",0,0,0,0,0,0,0,0
"ENSG00000255345",0,0,0,0,0,0,0,3
"ENSG00000254885",0,0,0,0,0,0,0,0
"ENSG00000211997",0,0,0,0,0,0,0,0
"ENSG00000266570",0,0,0,0,0,0,0,0
"ENSG00000255209",0,0,0,0,0,0,0,0
"ENSG00000279295",0,0,0,0,0,0,0,0
"ENSG00000254471",2,0,0,0,0,0,0,0
"ENSG00000254434",0,0,0,0,0,0,0,0
"ENSG00000200146",0,0,0,0,0,0,0,0
"ENSG00000255014",0,0,0,0,0,0,0,0
"ENSG00000255178",0,0,0,1,0,0,0,0
"ENSG00000254437",0,0,0,0,0,0,0,0
"ENSG00000285568",0,0,0,0,0,0,0,0
"ENSG00000254747",0,0,0,0,0,0,0,0
"ENSG00000255316",0,0,0,0,0,0,0,0
"ENSG00000270701",0,0,0,0,0,0,0,0
"ENSG00000245832",0,0,1,0,0,0,0,0
"ENSG00000264110",0,0,0,0,0,0,0,0
"ENSG00000254511",0,0,0,0,0,0,0,0
"ENSG00000255246",0,0,0,0,0,0,0,0
"ENSG00000227097",0,0,0,0,0,0,0,0
"ENSG00000182103",0,0,0,0,0,0,0,0
"ENSG00000255382",0,0,3,2,0,0,0,1
"ENSG00000255063",1,1,0,0,0,0,1,0
"ENSG00000137509",5338.0005,2619,3648,2218,4993.5762,3751,3923,2883.9998
"ENSG00000254441",12,7,10,12,10,3,5,0
"ENSG00000165490",91,25,104,19,213.4239,15,123,9
"ENSG00000242279",0,0,1,0,0,0,0,0
"ENSG00000254698",2,3,0,0,0,2,0,0
"ENSG00000137502",52,856.0001,36,305,77,138,52,114
"ENSG00000254522",0,3,0,2,0,0,0,0
"ENSG00000207221",0,0,0,0,0,0,0,0
"ENSG00000246067",270,287,221,240,231,176,206,220
"ENSG00000255503",0,0,0,0,0,0,0,0
"ENSG00000279900",8,19,8,12,4,10,7,4
"ENSG00000255010",1,2,0,1,0,1,0,0
"ENSG00000254965",0,2,0,2,0,1,1,0
"ENSG00000255051",0,0,0,0,0,1,0,0
"ENSG00000165494",3050.4375,2399.012,2214.7578,2316.1606,2690.9478,2200.667,2470.9885,1461.6528
"ENSG00000254676",20,22.4935,13,21.7238,19.0617,22.1607,18,15
"ENSG00000247137",89.5625,114.7122,54.2421,87.1154,66.9907,46.1722,37.0114,44.3472
"ENSG00000269939",0,0,0,0,0,0,0,0
"ENSG00000137494",408.3297,187.5261,317.7964,257,444,713,398,671
"ENSG00000255541",0,0,0,1,0,0,0,0
"ENSG00000254551",5,3,8.2036,0,0,0,0,2
"ENSG00000241020",0,3.4739,0,0,0,0,0,0
"ENSG00000137500",624.9897,564.9807,476.9783,550.9185,581.969,620.986,621.9999,529
"ENSG00000255234",2.0104,2.0194,1.0217,3.0814,2.0311,1.014,1,0
"ENSG00000255003",0,0,0,0,0,0,0,0
"ENSG00000274004",0,0,0,0,0,0,0,0
"ENSG00000150672",11,15,11,12,11,6,6,10
"ENSG00000255311",0,0,0,0,0,0,0,0
"ENSG00000254629",0,0,0,0,0,0,0,0
"ENSG00000250257",0,0,0,0,0,0,0,0
"ENSG00000254713",0,0,0,0,0,0,0,0
"ENSG00000240174",0,0,0,0,0,0,0,0
"ENSG00000254787",0,0,0,0,0,0,0,0
"ENSG00000274006",0,0,0,0,0,0,0,0
"ENSG00000276179",0,0,0,0,0,0,0,0
"ENSG00000255555",0,0,0,0,0,0,0,0
"ENSG00000255396",0,0,0,0,0,0,0,0
"ENSG00000213305",1,0,1,4,0,0,0,0
"ENSG00000254684",0,0,0,0,0,0,0,0
"ENSG00000254897",1,0,0,0,0,0,0,0
"ENSG00000206583",0,0,0,0,0,0,0,0
"ENSG00000171204",545,280,303,322,549,283,583,390
"ENSG00000171202",295,119,319,163,438,123,441,215
"ENSG00000137504",1011,941.0001,692,849,1024,1011,627,674
"ENSG00000179071",2,0,0,0,0,1,2,0
"ENSG00000137501",12,23,17,28,30,24,47,64
"ENSG00000279742",15,8,4,4,17,8,2,2
"ENSG00000150676",0,3,1,0,0,4,0,0
"ENSG00000255005",0,0,0,0,0,0,0,0
"ENSG00000254479",0,4,0,2,0,2,0,0
"ENSG00000073921",7900.0005,6300,5223,6091,7314.001,12662.001,7528.9995,10614.999
"ENSG00000200877",0,0,0,0,0,0,0,0
"ENSG00000254699",0,0,0,0,0,0,0,0
"ENSG00000254502",0,0,0,0,0,0,0,0
"ENSG00000276669",0,0,0,0,0,1,0,0
"ENSG00000074266",360,528,300,449.0001,313,579,370,615
"ENSG00000283744",0,0,0,0,0,0,0,0
"ENSG00000254783",11,22,17,19,15,17,9,13
"ENSG00000255222",3,7,0,3,8,2,0,2
"ENSG00000149196",304,252,277,195,250,236,286,310
"ENSG00000239856",2,6,2,0,0,0,1,0
"ENSG00000149201",16,22,11,21,6,6,3,2
"ENSG00000254733",3,0,2,1,2,0,0,0
"ENSG00000254727",0,3,0,0,0,0,0,0
"ENSG00000278989",35,14,36,4,31,5,26,2
"ENSG00000151376",1092.0001,52,898.0001,71,1745,64,1561,56
"ENSG00000254731",0,0,0,0,0,0,0,0
"ENSG00000255250",0,0,0,0,0,0,0,0
"ENSG00000150687",74,116.2091,96,209.6478,197.2493,135,255.3327,159.3622
"ENSG00000271318",0,0,0,0,0,0,0,0
"ENSG00000197882",0,2,0,0,0,0,0,0
"ENSG00000269895",0,0,0,0,0,0,0,0
"ENSG00000255203",0,0,0,0,0,0,0,0
"ENSG00000255471",0,0,0,0,0,0,0,0
"ENSG00000280339",0,0,0,0,0,0,0,0
"ENSG00000174804",34,15.7909,41,19.3522,33.7507,33,54.6673,26.6378
"ENSG00000246523",4,0,0,0,3,0,2,0
"ENSG00000254748",0,0,1,0,0,0,1,0
"ENSG00000166575",393,366,343,484,427,360,289,252
"ENSG00000254843",16,32,10,20,5,2,3,2
"ENSG00000279836",6,14,7,12,2,0,0,1
"ENSG00000213287",1,8,7,0,5,4,2,0
"ENSG00000270510",0,0,0,0,0,0,0,1.2798e-10
"ENSG00000254582",5,1,1,0,0,0,0,0
"ENSG00000255391",0,0,0,0,0,0,0,0
"ENSG00000279701",1,0,0,0,1,0,0,0
"ENSG00000278929",0,0,0,0,0,0,0,0
"ENSG00000223015",0,0,0,0,0,0,0,0
"ENSG00000283412",0,0,0,0,0,0,0,0
"ENSG00000255183",1,0,0,0,0,0,0,0
"ENSG00000279341",0,0,0,1,0,0,0,0
"ENSG00000254650",0,0,0,0,0,0,0,0
"ENSG00000255022",0,0,0,0,0,0,0,0
"ENSG00000279793",0,0,0,0,0,0,0,0
"ENSG00000285835",1,0,1,0,0,0,0,0
"ENSG00000280307",0,0,0,1,0,0,0,0
"ENSG00000254794",0,0,0,0,0,0,0,0
"ENSG00000255516",0,0,0,0,0,1,0,0
"ENSG00000255102",0,0,1,0,0,0,0,0
"ENSG00000255241",0,0,0,0,0,0,0,0
"ENSG00000206690",1,0,0,0,0,0,0,0
"ENSG00000123892",903,53,286,110,324,24,427,30
"ENSG00000279733",18,1,2,3,3,0,3,1
"ENSG00000266581",0,0,0,0,0,0,0,0
"ENSG00000109861",4080,1044.0001,3388.9998,2195,4928.9995,8041,6297,4620
"ENSG00000249489",1,0,0,3,0,0,1,0
"ENSG00000255082",0,0,0,0,1,0,0,0
"ENSG00000168959",2,0,0,0,0,0,0,0
"ENSG00000207113",0,0,0,0,0,0,0,0
"ENSG00000077498",0,0,0,0,0,0,0,0
"ENSG00000197692",0,0,0,0,0,0,0,0
"ENSG00000279297",0,0,0,0,0,0,0,0
"ENSG00000279603",0,0,0,0,0,0,0,0
"ENSG00000086991",1.0004,0,0,0,0,0,0,1
"ENSG00000255295",0,0,0,0,0,0,0,0
"ENSG00000279248",0,0,0,0,0,0,0,0
"ENSG00000279697",0,0,0,0,0,0,0,0
"ENSG00000255429",0,0,0,0,0,0,0,0
"ENSG00000279045",0,0,0,0,0,0,0,0
"ENSG00000279056",0,0,0,0,0,0,0,0
"ENSG00000280201",0,0,0,0,0,0,0,0
"ENSG00000134612",0,0,0,0,0,0,0.7373,0
"ENSG00000255385",0,0,0,0,0,0,0,0
"ENSG00000279163",0,0,0,0,0,0,0,0
"ENSG00000214414",0,0,0,0,0,0,0,0
"ENSG00000255486",0,0,0,0,0,0,0,0
"ENSG00000255540",0,0,0,0,0,0,0,0
"ENSG00000234376",0,0,0,0,0,0,0,0
"ENSG00000254971",0,0,0,0,0,0,0,0
"ENSG00000255170",0,0,0,0,0,0,0,0
"ENSG00000204456",0,0,0,0,0,0,0,0
"ENSG00000254751",0,0,0,0,0,0,0,0
"ENSG00000255162",1.9307,0,1,0,0,0,0,0
"ENSG00000255285",0,0,0,0,0,0,0,0
"ENSG00000168930",0,0,0,0,0,0,0,0
"ENSG00000250946",0,0,0,0,0,0,0,0
"ENSG00000166013",0,0,0,0,0,0,0,0
"ENSG00000204455",0,0,0,0,0,0,0,0
"ENSG00000254558",0,0,0,0,2,0,0,0
"ENSG00000189253",0,0,0,0,1,0,0,2
"ENSG00000255235",0,0,0,0,0,0,0,0
"ENSG00000254617",0,0,0,0,0,0,0,0
"ENSG00000254785",0,0,0,0,0,0,0,0
"ENSG00000255055",0,0,0,0,0,0,0,0
"ENSG00000223417",0,0,0,0,0,0,0,0
"ENSG00000233802",1,0,0,0,0,0,0,0
"ENSG00000254818",0,0,0,0,0,0,0,0
"ENSG00000278837",0,0,0,0,0,0,0,0
"ENSG00000255360",0,0,0,0,0,0,0,0
"ENSG00000254655",0,0,0,0,0,0,0,0
"ENSG00000204450",0,0,0,0,0,0,0,0
"ENSG00000255305",0,0,0,0,0,0,0,0
"ENSG00000237706",0,0,0,0,0,0,0,0
"ENSG00000225581",0,0,0,0,0,0,0,0
"ENSG00000255184",0,0,0,0,0,0,0,0
"ENSG00000204449",0,0,0,0,0,0,0,0
"ENSG00000254803",0,0,0,0,0,0,0,0
"ENSG00000254916",0.0693,0,0,0,0,0,0,0
"ENSG00000223709",0,0,0,0,0,0,0,0
"ENSG00000255011",0,0,0,0,0,0,0,0
"ENSG00000254888",0,0,0,0,0,1,0,0
"ENSG00000255009",0,0,0,0,0,0,0,0
"ENSG00000254436",0,0,0,0,0,0,0,0
"ENSG00000207299",0,0,0,0,0,0,0,0
"ENSG00000279299",0,0,0,0,0,0,0,0
"ENSG00000077616",13,14,13,4,4,5,7,1
"ENSG00000280385",204,137,181,140,167,112,122,24
"ENSG00000110172",901.9495,923.3517,751.017,847.2155,1001.0005,680.6097,992.5117,659.7345
"ENSG00000280367",5,8,4,1,2,10,6,4
"ENSG00000261645",4,1,4,0,1,0,1,0
"ENSG00000214391",10,1,7,0,3,0,0,2
"ENSG00000266703",0,0,0,0,0,0,0,0
"ENSG00000280430",0,0,0,0,0,0,0,0
"ENSG00000221586",0,0,0,0,0,0,0,0
"ENSG00000280085",0,0,0,0,0,0,0,0
"ENSG00000279209",2,0,0,0,1,0,0,0
"ENSG00000279438",1,0,0,0,1,0,0,0
"ENSG00000254677",3,0,0,0,0,0,1,0
"ENSG00000255070",0,0,0,0,0,0,0,0
"ENSG00000255187",0,0,0,0,0,0,0,0
"ENSG00000280124",1,0,0,0,0,0,0,0
"ENSG00000278980",0,0,0,0,0,0,0,0
"ENSG00000280093",0,0,0,0,0,0,0,0
"ENSG00000255332",0,0,0,0,0,0,0,0
"ENSG00000254961",0,0,0,0,0,0,0,0
"ENSG00000278859",0,0,0,0,0,0,0,0
"ENSG00000242248",0,0,0,0,0,0,0,0
"ENSG00000235547",0,0,0,0,0,0,0,0
"ENSG00000165323",8,18,0,10,1,2,3,3
"ENSG00000249255",1,0,0,0,0,0,0,0
"ENSG00000254705",0,0,0,0,0,0,0,0
"ENSG00000244244",0,0,0,0,0,0,0,0
"ENSG00000255506",0,0,0,0,0,0,0,0
"ENSG00000282916",0,0,0,0,0,0,0,0
"ENSG00000255127",0,0,0,0,0,0,0,0
"ENSG00000255287",0,0,0,0,0,0,0,0
"ENSG00000254874",0,0,0,0,0,0,0,0
"ENSG00000134640",2,7,0,10,0,1,0,0
"ENSG00000242807",0,1,0,2,0,0,0,0
"ENSG00000278892",1,0,0,2,0,1,0,0
"ENSG00000279304",0,0,0,0,0,1,2,0
"ENSG00000180773",720,845,699,1049,795.9999,1561,726,1394
"ENSG00000255445",13,15,17,30,1,11,5,3
"ENSG00000280379",5,11,4,8,2,5,0,1
"ENSG00000279269",1,2,1,2,0,0,1,0
"ENSG00000233737",0,0,0,0,0,0,0,0
"ENSG00000255233",1,0,0,0,0,0,0,0
"ENSG00000279684",19,2,3,9,2,13,2,1
"ENSG00000165325",5,0,1,2,1,2,0,0
"ENSG00000166002",1004,290,697,695,729,1104,896,964
"ENSG00000234106",6,2,3,6,3,1,2.003,0
"ENSG00000240202",0,0,0,0,0,0,0,0
"ENSG00000279454",0,0,0,0,0,0,0,0
"ENSG00000278953",0,0,0,0,0,0,0,0
"ENSG00000255515",0,0,0,0,1,0,0,0
"ENSG00000166004",572.8171,446.8349,432.7926,422.1307,533.2299,479.0728,506.4423,218.122
"ENSG00000199875",0,0,0,0,0,0,0,0
"ENSG00000254911",16,18,7,11,11,15,6,13
"ENSG00000275146",0,0,0,0,0,0,0,0
"ENSG00000273885",0,0,0,0,0,0,0,0
"ENSG00000279696",78.9619,45.1651,49.7085,49.3881,77.1938,39.282,40.5578,19.878
"ENSG00000166012",908.132,756.0215,841.2179,824.3235,1084.5763,729.712,774.0001,474.6766
"ENSG00000207112",0,0,0,0,0,0,0,0
"ENSG00000206799",0,0,0,0,0,0,0,0
"ENSG00000202314",0,0,0,0,0,0,0,0
"ENSG00000206834",0,0,0,0,0,0,1,0
"ENSG00000207304",5.089,0,5.0539,2.1791,0,0.9331,0,2.477
"ENSG00000239195",0,0,0,0,0,0,0,0
"ENSG00000207145",0,0,0,0,0,0,0,0
"ENSG00000284458",0,0,0,0,0,0,0,0
"ENSG00000210825",0,0,0,0,0,0,0,0
"ENSG00000182919",757,245,491.4187,336,526,492,860.9999,798.8464
"ENSG00000284057",0,5.6235e-32,0,0,0,0,0,1.9285e-31
"ENSG00000042429",750.0002,784.9785,542.8085,679.9786,668,627,610.9999,614
"ENSG00000214376",7,22,11,11,4,7,5,1
"ENSG00000206911",0,0,0,0,0,0,0,0
"ENSG00000255995",0,0,0,0,0,0,0,0
"ENSG00000256752",0,0,0,0,0,0,0,0
"ENSG00000181333",4,28,5,21,0,2,0,1
"ENSG00000227593",0,0,0,0,0,0,0,0
"ENSG00000110218",889,1676,673,1816,877,1644,798,1280
"ENSG00000256745",0,0,0,1,0,1,1,0
"ENSG00000250519",0,1,0,3,0,0,0,4
"ENSG00000183560",0,0,2,0,0,0,0,0
"ENSG00000123901",4.0183,5.1233,1,3,1,0,1,1
"ENSG00000020922",691,401,668,469,681.0007,652,609,508
"ENSG00000221230",0,0,0,0,0,0,0,0
"ENSG00000255893",9,4,6,4,13,16,3,0
"ENSG00000168876",241,229,217,259,267,284,263,273
"ENSG00000257057",0,0,0,0,0,0,0,0
"ENSG00000196371",1210.3604,3813.7854,899.668,3273.0227,1474,2285.6758,972.5212,1654.7544
"ENSG00000134627",70.6396,451.2147,46.332,375.9772,64,180.3242,35.4788,94
"ENSG00000255929",0,0,0,0,0,0,0,1.2457
"ENSG00000280167",1,9,0,6,0,1,0,0
"ENSG00000233536",0,0,0,0,0,0,0,0
"ENSG00000255666",0,2,0,5,5,2,2,3
"ENSG00000166025",131,15,167,32,198,73,209,42
"ENSG00000256469",0,0,0,0,0,0,0,0
"ENSG00000213368",0,0,0,0,0,0,0,0
"ENSG00000150316",923,537,712.9999,543.0001,933,623.9999,918.0001,709.9999
"ENSG00000186280",19,27,7,14,17,4,21,22
"ENSG00000255653",0,0,0,0,0,0,0,0
"ENSG00000235268",2,1,1,1,0,0,0,0
"ENSG00000274486",0,1,0,0,0,0,0,0
"ENSG00000256779",0,0,0,1,0,0,0,0
"ENSG00000257012",0,0,0,0,0,1,0,0
"ENSG00000255855",4,1,0,0,0,0,0,0
"ENSG00000277984",0,0,0,0,0,0,1,1
"ENSG00000263465",439.2234,229,471,239,645,412,563,374
"ENSG00000149218",439,1399,516,1844,587,321,519,287
"ENSG00000270689",1,3,1,2,0,0,0,0
"ENSG00000270578",0,0,0,0,0,0,0,0
"ENSG00000245552",15,17,6,55,2,35,2,20
"ENSG00000149212",562,805.9999,937,1505.9999,463,3970.9998,196,1232.0001
"ENSG00000282834",0,3,1,4,0,5,0,0
"ENSG00000250390",1,0,0,0,0,1,0,0
"ENSG00000285842",1,0,0,0,0,0,0,0
"ENSG00000255605",0,0,0,1,0,0,0,0
"ENSG00000273600",0,0,0,0,0,0,0,0
"ENSG00000077458",240,338.9999,195,369,181,336,175,253
"ENSG00000166037",360,369,319,397,418,615.9999,375,417
"ENSG00000087053",1469,632.0001,1351,452,1347,664,1398.0002,634
"ENSG00000222578",0,0,0,0,0,0,0,0
"ENSG00000242993",2,1,0,2,0,6,2,0
"ENSG00000184384",4237.9736,3788.8633,2689,3310.9985,4080,2039,3358,1535
"ENSG00000285921",2.0264,9.1366,0,2.0014,0,0,0,0
"ENSG00000266192",0,0,0,0,0,0,0,0
"ENSG00000149231",922.0001,1076,656.0001,999,780,1541.9999,680,811.9999
"ENSG00000183340",288,161,166,147,258,294,226,198
"ENSG00000255679",0,0,0,0,0,0,0,0
"ENSG00000200411",0,0,0,0,0,0,0,0
"ENSG00000256684",0,0,0,0,0,0,0,0
"ENSG00000254587",0,0,0,0,0,1,0,0
"ENSG00000255376",0,0,0,0,0,0,0,0
"ENSG00000255205",0,0,0,0,0,0,0,0
"ENSG00000270753",0,0,0,0,0,0,0,0
"ENSG00000255039",0,0,0,0,0,0,0,0
"ENSG00000199315",0,0,0,0,0,0,0,0
"ENSG00000255502",0,0,0,0,0,0,0,0
"ENSG00000254555",0,0,0,0,0,0,0,0
"ENSG00000255380",0,0,0,0,0,0,0,0
"ENSG00000254939",0,0,2,0,0,0,0,0
"ENSG00000254599",0,0,0,0,0,0,0,0
"ENSG00000254830",0,0,0,0,0,0,0,0
"ENSG00000149972",0,0,0,0,0,0,0,1
"ENSG00000223269",0,0,0,0,0,0,0,0
"ENSG00000255547",0,0,0,0,0,0,0,2
"ENSG00000242165",0,0,0,0,0,0,0,0
"ENSG00000255059",0,0,0,0,0,0,0,0
"ENSG00000248027",0,0,0,0,0,0,0,0
"ENSG00000165895",3,2,6,3,2,4,8,9
"ENSG00000200047",0,0,0,0,0,0,0,0
"ENSG00000082175",4,1,0,0,2,0,2,0
"ENSG00000282728",0,0,0,0,0,0,0,0
"ENSG00000255504",0,0,0,0,0,0,0,0
"ENSG00000137672",1,0,0,0,1,0,5,0
"ENSG00000263885",0,0,0,0,0,0,0,0
"ENSG00000254506",1,0,0,0,0,0,0,0
"ENSG00000254534",0,0,0,0,0,0,0,0
"ENSG00000187151",0,0,2,2,0,3,2,0
"ENSG00000110318",5,1,0,3,1,1,1,3
